Geographicarea,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2017,59,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2018,39,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Venezuela (Bolivarian Republic of),"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2019,13,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2007,18,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2008,97,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2009,96,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2010,98,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2011,93,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2012,83,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2013,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2014,94,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2015,92,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2016,95,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2017,93,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Viet Nam,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2018,90,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
